"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"30.12.2024","2.883,04","2.809,12","2.883,04","2.809,12","83,42B","3,46%"
"28.12.2024","2.786,67","2.763,48","2.798,49","2.763,48","73,07B","1,06%"
"27.12.2024","2.757,45","2.754,56","2.766,03","2.743,18","73,07B","-0,33%"
"26.12.2024","2.766,57","2.749,49","2.776,33","2.738,31","109,31B","1,23%"
"25.12.2024","2.732,83","2.680,25","2.751,11","2.666,38","147,11B","1,56%"
"24.12.2024","2.690,96","2.710,92","2.722,65","2.678,86","122,95B","-0,43%"
"23.12.2024","2.702,48","2.668,72","2.738,70","2.658,64","195,25B","2,43%"
"20.12.2024","2.638,42","2.420,45","2.652,58","2.419,65","241,59B","9,19%"
"19.12.2024","2.416,45","2.428,56","2.468,98","2.410,22","140,86B","0,29%"
"18.12.2024","2.409,35","2.394,47","2.410,19","2.380,50","57,22B","1,35%"
"17.12.2024","2.377,15","2.391,49","2.414,17","2.370,28","70,22B","-1,78%"
"16.12.2024","2.420,30","2.474,62","2.474,62","2.419,57","74,59B","-2,61%"
"13.12.2024","2.485,20","2.478,78","2.487,42","2.466,73","57,52B","-0,30%"
"12.12.2024","2.492,63","2.526,66","2.548,06","2.488,08","70,29B","-0,79%"
"11.12.2024","2.512,54","2.514,78","2.531,95","2.499,82","62,86B","-0,40%"
"10.12.2024","2.522,75","2.570,01","2.570,01","2.515,76","78,01B","-1,95%"
"09.12.2024","2.572,89","2.548,08","2.586,31","2.543,94","73,92B","1,45%"
"06.12.2024","2.536,23","2.527,04","2.552,60","2.505,90","89,32B","1,01%"
"05.12.2024","2.510,83","2.473,75","2.525,45","2.438,84","115,56B","1,01%"
"04.12.2024","2.485,62","2.538,24","2.555,99","2.482,37","86,62B","-2,13%"
"03.12.2024","2.539,64","2.585,34","2.588,87","2.523,54","77,67B","-1,82%"
"02.12.2024","2.586,74","2.584,19","2.600,28","2.578,52","81,91B","0,34%"
"29.11.2024","2.578,00","2.546,13","2.581,88","2.533,99","106,30B","1,18%"
"28.11.2024","2.547,88","2.530,87","2.560,55","2.502,00","112,72B","2,25%"
"27.11.2024","2.491,88","2.468,73","2.512,59","2.426,02","167,85B","1,12%"
"26.11.2024","2.464,35","2.521,89","2.544,83","2.455,47","130,24B","-2,62%"
"25.11.2024","2.530,69","2.583,42","2.592,89","2.517,58","90,55B","-1,95%"
"22.11.2024","2.581,05","2.617,66","2.628,50","2.577,00","86,86B","0,48%"
"21.11.2024","2.568,60","2.596,85","2.606,14","2.557,54","106,85B","-1,09%"
"20.11.2024","2.596,89","2.640,09","2.665,79","2.596,06","92,95B","-1,28%"
"19.11.2024","2.630,51","2.713,73","2.716,38","2.623,59","118,72B","-3,32%"
"18.11.2024","2.720,77","2.703,31","2.729,49","2.687,45","94,83B","-0,67%"
"15.11.2024","2.739,21","2.703,67","2.740,08","2.697,44","","1,55%"
"14.11.2024","2.697,47","2.740,53","2.740,53","2.694,56","","-2,41%"
"13.11.2024","2.763,99","2.748,61","2.771,67","2.740,17","","0,26%"
"12.11.2024","2.756,76","2.779,92","2.779,92","2.747,76","","-1,03%"
"11.11.2024","2.785,31","2.782,97","2.797,94","2.765,18","","1,86%"
"08.11.2024","2.734,56","2.721,64","2.749,62","2.713,50","","1,63%"
"07.11.2024","2.690,63","2.662,87","2.693,93","2.633,59","","1,04%"
"06.11.2024","2.662,87","2.676,85","2.712,29","2.650,60","","1,77%"
"05.11.2024","2.616,51","2.614,13","2.624,13","2.600,48","","0,85%"
"02.11.2024","2.594,38","2.579,11","2.603,10","2.579,11","","0,76%"
"01.11.2024","2.574,71","2.562,49","2.581,47","2.541,82","","0,57%"
"31.10.2024","2.560,20","2.582,47","2.593,11","2.551,20","","-2,11%"
"30.10.2024","2.615,38","2.608,50","2.631,80","2.592,15","","0,60%"
"29.10.2024","2.599,66","2.582,29","2.612,94","2.557,65","","0,96%"
"28.10.2024","2.575,06","2.635,95","2.652,12","2.570,20","","-3,21%"
"25.10.2024","2.660,36","2.723,01","2.751,23","2.657,31","","-2,14%"
"24.10.2024","2.718,42","2.723,04","2.730,58","2.690,83","","-0,60%"
"23.10.2024","2.734,93","2.749,53","2.755,22","2.730,49","","-0,74%"
"22.10.2024","2.755,19","2.772,23","2.783,82","2.754,08","","-0,45%"
"21.10.2024","2.767,71","2.759,58","2.779,73","2.759,58","","0,57%"
"18.10.2024","2.751,90","2.756,30","2.770,45","2.744,36","","-0,42%"
"17.10.2024","2.763,53","2.786,82","2.795,14","2.763,53","","-0,72%"
"16.10.2024","2.783,46","2.805,98","2.827,15","2.781,28","","-0,80%"
"15.10.2024","2.805,79","2.774,56","2.810,13","2.766,79","","1,17%"
"14.10.2024","2.773,36","2.744,93","2.788,18","2.723,30","","0,68%"
"11.10.2024","2.754,52","2.758,11","2.763,00","2.737,96","","-0,25%"
"10.10.2024","2.761,54","2.754,16","2.775,86","2.752,24","","0,46%"
"09.10.2024","2.748,81","2.787,38","2.790,14","2.748,81","","-1,42%"
"08.10.2024","2.788,37","2.786,58","2.799,30","2.774,74","","-0,20%"
"07.10.2024","2.793,84","2.807,85","2.817,45","2.779,34","","-0,38%"
"04.10.2024","2.804,62","2.799,96","2.818,12","2.789,94","","0,80%"
"03.10.2024","2.782,39","2.767,51","2.790,98","2.739,92","","0,56%"
"02.10.2024","2.766,79","2.823,42","2.838,77","2.766,79","","-1,68%"
"01.10.2024","2.814,19","2.831,17","2.837,42","2.792,21","","-1,52%"
"30.09.2024","2.857,56","2.861,37","2.889,87","2.841,30","","-0,03%"
"27.09.2024","2.858,56","2.838,11","2.861,95","2.826,89","","1,02%"
"26.09.2024","2.829,65","2.819,74","2.847,78","2.807,30","","-0,02%"
"25.09.2024","2.830,11","2.878,59","2.887,68","2.829,75","","-1,46%"
"24.09.2024","2.871,96","2.849,00","2.871,96","2.822,19","","1,85%"
"23.09.2024","2.819,87","2.797,00","2.832,22","2.797,00","","1,35%"
"20.09.2024","2.782,35","2.760,12","2.795,72","2.760,12","","0,85%"
"19.09.2024","2.758,91","2.746,41","2.777,93","2.735,67","","0,26%"
"18.09.2024","2.751,73","2.776,38","2.784,15","2.742,48","","-0,80%"
"17.09.2024","2.774,04","2.753,20","2.780,24","2.726,91","","1,09%"
"16.09.2024","2.744,20","2.696,66","2.746,11","2.685,38","","2,43%"
"13.09.2024","2.678,99","2.629,31","2.682,16","2.582,79","","2,45%"
"12.09.2024","2.615,00","2.656,31","2.656,31","2.603,81","","-1,99%"
"11.09.2024","2.668,03","2.675,16","2.690,58","2.657,77","","-0,13%"
"10.09.2024","2.671,38","2.722,13","2.729,73","2.667,06","","-1,18%"
"09.09.2024","2.703,17","2.642,31","2.703,58","2.642,31","","2,97%"
"06.09.2024","2.625,11","2.619,23","2.648,37","2.604,75","59,44B","0,05%"
"05.09.2024","2.623,84","2.631,33","2.661,84","2.607,84","94,48B","0,76%"
"04.09.2024","2.603,97","2.539,40","2.604,94","2.534,49","76,91B","3,05%"
"03.09.2024","2.526,97","2.552,32","2.602,95","2.512,77","117,74B","-0,79%"
"02.09.2024","2.547,02","2.622,55","2.627,16","2.540,66","108,33B","-3,88%"
"30.08.2024","2.649,96","2.717,68","2.724,47","2.641,20","84,96B","-2,16%"
"29.08.2024","2.708,38","2.714,44","2.723,37","2.679,55","85,02B","0,25%"
"28.08.2024","2.701,69","2.729,72","2.729,39","2.664,46","94,59B","-1,17%"
"27.08.2024","2.733,58","2.784,24","2.799,73","2.726,61","73,05B","-1,07%"
"26.08.2024","2.763,21","2.746,97","2.795,46","2.727,10","99,65B","3,78%"
"23.08.2024","2.662,58","2.718,11","2.729,27","2.650,31","110,20B","-2,36%"
"22.08.2024","2.726,81","2.774,49","2.786,76","2.725,63","92,48B","-1,64%"
"21.08.2024","2.772,40","2.771,15","2.783,22","2.744,57","73,18B","-0,01%"
"20.08.2024","2.772,71","2.780,43","2.799,71","2.749,31","76,63B","-0,19%"
"19.08.2024","2.778,02","2.819,72","2.826,14","2.778,02","65,13B","-1,70%"
"16.08.2024","2.826,13","2.838,78","2.847,32","2.825,38","35,42B","-0,36%"
"15.08.2024","2.836,30","2.865,45","2.868,14","2.835,76","42,77B","-1,09%"
"14.08.2024","2.867,65","2.894,30","2.908,63","2.867,65","55,38B","-0,49%"
"13.08.2024","2.881,77","2.858,93","2.895,28","2.861,93","53,55B","1,15%"
"12.08.2024","2.848,94","2.840,33","2.858,93","2.814,65","52,65B","0,10%"
"09.08.2024","2.846,04","2.841,82","2.867,27","2.829,80","34,21B","-0,11%"
"08.08.2024","2.849,26","2.877,80","2.888,04","2.846,94","50,93B","-0,85%"
"07.08.2024","2.873,61","2.840,21","2.875,44","2.803,47","72,94B","1,40%"
"06.08.2024","2.833,85","2.839,41","2.863,45","2.814,15","56,19B","0,10%"
"05.08.2024","2.830,88","2.859,12","2.868,42","2.807,09","94,55B","-2,35%"
"02.08.2024","2.898,92","2.927,77","2.932,16","2.887,34","51,18B","-1,28%"
"01.08.2024","2.936,42","2.950,86","2.966,49","2.935,79","38,98B","-0,30%"
"31.07.2024","2.945,37","2.952,19","2.961,70","2.927,17","54,53B","-0,03%"
"30.07.2024","2.946,31","2.906,66","2.951,62","2.895,32","72,64B","1,31%"
"29.07.2024","2.908,35","2.979,43","2.979,43","2.908,29","80,01B","-2,79%"
"26.07.2024","2.991,78","3.034,31","3.060,68","2.972,58","117,30B","-1,58%"
"25.07.2024","3.039,90","3.044,60","3.045,57","3.019,61","45,40B","-0,36%"
"24.07.2024","3.050,75","3.029,12","3.054,32","3.015,85","54,54B","0,79%"
"23.07.2024","3.026,69","3.032,53","3.033,06","3.003,70","49,77B","0,02%"
"22.07.2024","3.026,17","3.023,10","3.041,83","3.010,15","67,16B","0,74%"
"19.07.2024","3.003,83","2.988,27","3.024,87","2.974,62","76,59B","0,92%"
"18.07.2024","2.976,48","2.922,77","2.979,25","2.908,07","72,51B","0,86%"
"17.07.2024","2.951,21","2.963,21","2.984,14","2.938,48","76,00B","0,15%"
"16.07.2024","2.946,83","2.914,00","2.961,91","2.879,25","105,08B","1,21%"
"15.07.2024","2.911,56","2.986,32","2.994,36","2.910,75","81,30B","-2,15%"
"12.07.2024","2.975,44","3.004,64","3.021,76","2.957,95","71,46B","-0,68%"
"11.07.2024","2.995,87","2.908,02","2.996,33","2.902,97","124,88B","0,51%"
"10.07.2024","2.980,64","3.044,66","3.056,98","2.967,63","104,73B","-2,40%"
"09.07.2024","3.053,80","3.123,91","3.124,74","3.050,23","82,10B","-2,54%"
"08.07.2024","3.133,23","3.159,18","3.174,33","3.122,91","57,83B","-0,54%"
"05.07.2024","3.150,37","3.131,87","3.158,77","3.103,49","78,46B","0,59%"
"04.07.2024","3.132,03","3.190,58","3.195,59","3.123,97","67,80B","-2,12%"
"03.07.2024","3.199,88","3.219,11","3.226,10","3.196,37","66,53B","-0,47%"
"02.07.2024","3.214,91","3.199,03","3.221,47","3.190,50","64,11B","0,92%"
"01.07.2024","3.185,59","3.160,70","3.186,76","3.154,21","52,69B","1,11%"
"28.06.2024","3.150,66","3.150,22","3.165,20","3.141,37","49,11B","-0,02%"
"27.06.2024","3.151,36","3.154,58","3.158,39","3.122,08","57,46B","0,10%"
"26.06.2024","3.148,20","3.129,01","3.155,93","3.130,38","","1,18%"
"25.06.2024","3.111,39","3.097,98","3.112,82","3.074,51","","0,12%"
"24.06.2024","3.107,81","3.109,22","3.123,13","3.107,81","","-0,21%"
"21.06.2024","3.114,35","3.126,25","3.141,25","3.096,63","","-0,24%"
"20.06.2024","3.121,74","3.126,25","3.123,43","2.996,44","","3,11%"
"19.06.2024","3.027,47","3.104,22","3.107,39","3.015,84","","-2,78%"
"18.06.2024","3.114,15","3.171,38","3.176,01","3.109,09","","-2,18%"
"17.06.2024","3.183,68","3.219,29","3.221,84","3.183,68","","-1,00%"
"14.06.2024","3.215,91","3.171,78","3.219,65","3.160,17","","1,39%"
"13.06.2024","3.171,69","3.050,03","3.178,01","3.032,05","","0,02%"
"11.06.2024","3.171,10","3.178,71","3.191,27","3.148,22","","-0,31%"
"10.06.2024","3.180,94","3.245,40","3.255,49","3.180,21","","-1,62%"
"07.06.2024","3.233,22","3.199,75","3.268,89","3.193,57","","1,28%"
"06.06.2024","3.192,38","3.206,74","3.215,99","3.178,21","","-0,62%"
"05.06.2024","3.212,24","3.217,63","3.237,53","3.194,73","","0,79%"
"04.06.2024","3.186,93","3.160,01","3.201,53","3.138,25","","1,45%"
"03.06.2024","3.141,42","3.192,30","3.217,36","3.087,99","","-2,36%"
"31.05.2024","3.217,19","3.258,52","3.270,01","3.211,19","","-1,98%"
"30.05.2024","3.282,18","3.332,77","3.342,59","3.275,54","","-1,08%"
"29.05.2024","3.318,03","3.307,76","3.323,08","3.284,14","","0,46%"
"28.05.2024","3.302,91","3.305,11","3.347,85","3.277,48","","0,11%"
"27.05.2024","3.299,22","3.384,74","3.392,99","3.298,21","","-2,86%"
"24.05.2024","3.396,50","3.438,65","3.442,36","3.377,64","","-1,34%"
"23.05.2024","3.442,79","3.436,81","3.444,79","3.407,41","","-0,05%"
"22.05.2024","3.444,64","3.433,36","3.449,43","3.433,36","","0,47%"
"21.05.2024","3.428,38","3.447,25","3.460,19","3.409,92","","-1,15%"
"20.05.2024","3.468,09","3.516,40","3.521,72","3.468,09","","-0,97%"
"17.05.2024","3.501,89","3.495,25","3.506,91","3.490,17","","0,45%"
"16.05.2024","3.486,26","3.480,48","3.490,77","3.477,85","","0,45%"
"15.05.2024","3.470,72","3.466,35","3.476,49","3.462,86","","0,20%"
"14.05.2024","3.463,93","3.465,83","3.468,28","3.457,31","","0,20%"
"13.05.2024","3.457,11","3.459,05","3.465,62","3.448,50","","0,21%"
"10.05.2024","3.449,78","3.438,50","3.452,33","3.438,50","","0,50%"
"08.05.2024","3.432,54","3.431,84","3.438,75","3.430,10","","0,14%"
"07.05.2024","3.427,61","3.405,82","3.428,37","3.405,82","","-0,25%"
"06.05.2024","3.436,05","3.441,70","3.444,11","3.418,47","","-0,17%"
"03.05.2024","3.441,77","3.443,49","3.450,43","3.424,63","","-0,03%"
"02.05.2024","3.442,83","3.470,87","3.477,42","3.439,58","","-0,78%"
"30.04.2024","3.469,83","3.481,29","3.486,30","3.464,86","","-0,24%"
"29.04.2024","3.478,08","3.468,92","3.480,47","3.467,25","","0,35%"
"27.04.2024","3.465,85","3.453,63","3.467,23","3.453,40","","0,47%"
"26.04.2024","3.449,77","3.446,39","3.459,12","3.438,06","","0,29%"
"25.04.2024","3.439,76","3.429,62","3.443,74","3.427,02","","0,32%"
"24.04.2024","3.428,93","3.438,45","3.445,67","3.423,17","","-0,30%"
"23.04.2024","3.439,42","3.483,26","3.487,55","3.436,83","","-1,14%"
"22.04.2024","3.479,17","3.468,09","3.480,21","3.460,58","","0,24%"
"19.04.2024","3.470,88","3.458,86","3.475,13","3.451,48","","0,44%"
"18.04.2024","3.455,82","3.451,37","3.457,46","3.436,95","","0,05%"
"17.04.2024","3.454,07","3.469,57","3.476,72","3.443,07","","-0,26%"
"16.04.2024","3.462,94","3.478,02","3.479,04","3.459,45","","-0,27%"
"15.04.2024","3.472,19","3.456,38","3.476,98","3.454,06","","0,46%"
"12.04.2024","3.456,24","3.448,60","3.464,00","3.446,79","","0,49%"
"11.04.2024","3.439,53","3.442,84","3.455,61","3.431,18","","0,01%"
"10.04.2024","3.439,11","3.424,75","3.440,03","3.405,46","","0,73%"
"09.04.2024","3.414,26","3.423,41","3.441,18","3.408,99","","-0,09%"
"08.04.2024","3.417,38","3.400,82","3.423,35","3.400,82","","0,65%"
"05.04.2024","3.395,37","3.393,20","3.401,16","3.385,42","","-0,36%"
"04.04.2024","3.407,57","3.399,81","3.409,62","3.392,06","","0,35%"
"03.04.2024","3.395,59","3.381,95","3.397,33","3.376,63","","0,72%"
"02.04.2024","3.371,29","3.369,32","3.375,69","3.357,55","","0,24%"
"01.04.2024","3.363,29","3.343,66","3.367,34","3.343,66","","0,92%"
"29.03.2024","3.332,53","3.313,17","3.332,53","3.305,22","","0,60%"
"28.03.2024","3.312,77","3.308,26","3.313,59","3.301,52","","0,26%"
"27.03.2024","3.304,09","3.291,70","3.304,09","3.280,03","","0,56%"
"26.03.2024","3.285,54","3.286,20","3.291,00","3.275,80","","0,12%"
"25.03.2024","3.281,63","3.251,24","3.281,63","3.234,95","","0,25%"
"22.03.2024","3.273,49","3.289,28","3.299,19","3.260,39","","-0,40%"
"21.03.2024","3.286,69","3.286,75","3.297,46","3.259,03","","0,60%"
"20.03.2024","3.267,10","3.268,87","3.286,72","3.257,72","","0,07%"
"19.03.2024","3.264,97","3.293,93","3.303,52","3.254,30","","-0,95%"
"18.03.2024","3.296,30","3.305,67","3.313,05","3.292,00","","-0,11%"
"15.03.2024","3.300,07","3.295,15","3.313,42","3.292,13","","0,09%"
"14.03.2024","3.297,00","3.314,66","3.318,49","3.287,86","","-0,71%"
"13.03.2024","3.320,68","3.337,56","3.343,56","3.317,19","","-0,36%"
"12.03.2024","3.332,60","3.320,18","3.335,41","3.304,49","","0,37%"
"11.03.2024","3.320,31","3.329,72","3.340,37","3.318,90","","0,14%"
"07.03.2024","3.315,68","3.309,31","3.317,73","3.303,93","","0,15%"
"06.03.2024","3.310,58","3.298,86","3.318,14","3.289,25","","0,29%"
"05.03.2024","3.300,89","3.305,79","3.312,41","3.283,59","","0,13%"
"04.03.2024","3.296,75","3.278,01","3.298,63","3.277,85","","0,92%"
"01.03.2024","3.266,66","3.259,00","3.269,28","3.249,69","","0,30%"
"29.02.2024","3.256,80","3.233,03","3.258,14","3.224,09","","0,92%"
"28.02.2024","3.227,05","3.215,53","3.240,29","3.213,36","","0,56%"
"27.02.2024","3.208,99","3.220,26","3.224,52","3.203,58","","-0,13%"
"26.02.2024","3.213,17","3.186,06","3.213,17","3.186,06","","2,26%"
"22.02.2024","3.142,30","3.152,75","3.166,86","3.141,88","","0,09%"
"21.02.2024","3.139,50","3.173,01","3.185,80","3.135,80","","-2,12%"
"20.02.2024","3.207,49","3.236,85","3.237,34","3.206,07","","-1,14%"
"19.02.2024","3.244,56","3.247,46","3.253,02","3.234,10","","0,06%"
"16.02.2024","3.242,48","3.269,84","3.275,23","3.236,42","","-0,71%"
"15.02.2024","3.265,63","3.249,78","3.265,83","3.238,83","","0,23%"
"14.02.2024","3.258,14","3.261,52","3.267,88","3.251,76","","0,11%"
"13.02.2024","3.254,60","3.250,30","3.259,69","3.245,02","","0,19%"
"12.02.2024","3.248,50","3.241,57","3.248,50","3.227,70","","0,19%"
"09.02.2024","3.242,38","3.231,30","3.242,38","3.219,56","","0,02%"
"08.02.2024","3.241,81","3.261,18","3.266,45","3.236,79","","-0,45%"
"07.02.2024","3.256,58","3.240,57","3.259,24","3.240,16","","0,56%"
"06.02.2024","3.238,40","3.234,44","3.238,40","3.228,78","","0,36%"
"05.02.2024","3.226,79","3.218,91","3.232,38","3.218,91","","0,01%"
"02.02.2024","3.226,35","3.229,48","3.232,35","3.215,00","","-0,11%"
"01.02.2024","3.229,89","3.220,43","3.233,21","3.220,38","","0,49%"
"31.01.2024","3.214,19","3.201,48","3.219,41","3.198,83","","0,57%"
"30.01.2024","3.196,08","3.181,75","3.196,15","3.178,82","","0,61%"
"29.01.2024","3.176,61","3.169,57","3.184,15","3.169,57","","0,42%"
"26.01.2024","3.163,21","3.164,55","3.171,95","3.157,76","","0,17%"
"25.01.2024","3.157,74","3.163,36","3.166,95","3.143,89","","-0,15%"
"24.01.2024","3.162,41","3.176,59","3.183,70","3.152,96","","-0,42%"
"23.01.2024","3.175,74","3.176,19","3.179,75","3.166,66","","0,11%"
"22.01.2024","3.172,15","3.161,44","3.179,11","3.157,37","","0,18%"
"19.01.2024","3.166,37","3.176,13","3.179,21","3.154,46","","-0,39%"
"18.01.2024","3.178,85","3.188,71","3.193,54","3.176,72","","-0,20%"
"17.01.2024","3.185,23","3.174,87","3.189,26","3.169,99","","0,18%"
"16.01.2024","3.179,45","3.186,77","3.187,14","3.162,98","","-0,17%"
"15.01.2024","3.184,88","3.190,62","3.200,78","3.176,73","","-0,01%"
"12.01.2024","3.185,22","3.182,50","3.196,98","3.176,09","","0,12%"
"11.01.2024","3.181,25","3.158,30","3.181,25","3.148,50","","0,52%"
"10.01.2024","3.164,70","3.158,35","3.174,28","3.156,44","","0,29%"
"09.01.2024","3.155,55","3.156,17","3.158,72","3.143,03","","-0,10%"
"08.01.2024","3.158,58","3.140,12","3.158,82","3.139,37","","0,71%"
"05.01.2024","3.136,37","3.138,27","3.142,80","3.128,16","","0,01%"
"04.01.2024","3.136,07","3.140,66","3.144,25","3.133,93","","0,19%"
"03.01.2024","3.130,23","3.099,78","3.132,76","3.099,10","","1,00%"
"29.12.2023","3.099,11","3.092,66","3.102,08","3.086,26","","-0,09%"
"28.12.2023","3.101,99","3.099,56","3.101,99","3.081,98","","0,15%"
"27.12.2023","3.097,49","3.100,99","3.112,19","3.097,31","","0,09%"
"26.12.2023","3.094,72","3.090,39","3.098,69","3.080,92","","-0,14%"
"25.12.2023","3.099,02","3.095,42","3.108,14","3.086,89","","0,21%"
"22.12.2023","3.092,58","3.076,31","3.102,75","3.075,56","","0,62%"
"21.12.2023","3.073,57","3.093,46","3.095,01","3.050,00","","-1,00%"
"20.12.2023","3.104,66","3.091,35","3.113,92","3.088,74","","0,68%"
"19.12.2023","3.083,64","3.084,12","3.091,26","3.066,34","","0,24%"
"18.12.2023","3.076,26","3.052,14","3.090,04","3.048,82","","1,40%"
"15.12.2023","3.033,89","2.959,29","3.037,29","2.959,29","","0,83%"
"14.12.2023","3.008,84","3.046,43","3.057,08","3.005,94","","-0,77%"
"13.12.2023","3.032,22","3.011,99","3.043,42","3.002,38","","0,41%"
"12.12.2023","3.019,89","3.020,61","3.046,81","2.992,50","","-0,21%"
"11.12.2023","3.026,17","3.081,88","3.082,30","3.025,74","","-1,75%"
"08.12.2023","3.079,99","3.079,88","3.100,22","3.067,46","","0,21%"
"07.12.2023","3.073,63","3.065,93","3.084,50","3.041,11","","-0,19%"
"06.12.2023","3.079,50","3.139,89","3.146,52","3.077,94","","-1,59%"
"05.12.2023","3.129,33","3.102,30","3.134,57","3.090,31","","0,48%"
"04.12.2023","3.114,41","3.123,18","3.126,55","3.096,28","","-0,89%"
"01.12.2023","3.142,29","3.155,87","3.162,97","3.136,56","","-0,74%"
"30.11.2023","3.165,79","3.176,50","3.176,53","3.146,53","","-0,24%"
"29.11.2023","3.173,52","3.196,75","3.200,33","3.173,37","","-0,71%"
"28.11.2023","3.196,36","3.189,16","3.197,61","3.157,55","","0,17%"
"27.11.2023","3.191,05","3.220,25","3.224,61","3.178,20","","-0,83%"
"24.11.2023","3.217,76","3.223,75","3.231,77","3.203,62","","-0,10%"
"23.11.2023","3.221,05","3.233,09","3.238,81","3.218,72","","-0,30%"
"22.11.2023","3.230,65","3.221,90","3.239,17","3.220,37","","0,38%"
"21.11.2023","3.218,48","3.198,73","3.219,11","3.193,46","","0,35%"
"20.11.2023","3.207,36","3.205,73","3.216,73","3.194,40","","0,03%"
"17.11.2023","3.206,34","3.172,78","3.208,17","3.151,95","","0,54%"
"16.11.2023","3.189,08","3.209,33","3.215,93","3.184,97","","-0,81%"
"15.11.2023","3.215,11","3.195,43","3.221,22","3.182,78","","0,08%"
"14.11.2023","3.212,39","3.236,48","3.236,48","3.192,32","","-1,10%"
"13.11.2023","3.248,27","3.241,31","3.251,74","3.235,06","","0,19%"
"10.11.2023","3.242,06","3.236,03","3.246,31","3.229,10","","0,07%"
"09.11.2023","3.239,92","3.241,50","3.245,11","3.222,34","","-0,17%"
"08.11.2023","3.245,43","3.238,81","3.257,32","3.233,11","","-0,03%"
"07.11.2023","3.246,34","3.239,98","3.246,65","3.228,46","","0,35%"
"06.11.2023","3.235,11","3.207,47","3.237,09","3.207,10","","0,83%"
"03.11.2023","3.208,63","3.207,04","3.212,81","3.182,17","","0,36%"
"02.11.2023","3.197,22","3.216,92","3.228,46","3.197,22","","-0,29%"
"01.11.2023","3.206,52","3.192,96","3.214,83","3.191,34","","0,17%"
"31.10.2023","3.200,97","3.221,08","3.226,88","3.176,53","","-0,81%"
"30.10.2023","3.227,07","3.232,82","3.246,00","3.219,70","","0,09%"
"27.10.2023","3.224,18","3.219,49","3.241,55","3.185,84","","0,01%"
"26.10.2023","3.223,89","3.272,71","3.283,49","3.221,79","","-1,27%"
"25.10.2023","3.265,28","3.265,18","3.269,76","3.243,25","","0,01%"
"24.10.2023","3.265,01","3.256,29","3.266,59","3.237,08","","0,04%"
"23.10.2023","3.263,68","3.271,76","3.283,80","3.248,39","","-0,17%"
"20.10.2023","3.269,27","3.257,85","3.269,71","3.236,31","","0,43%"
"19.10.2023","3.255,16","3.245,26","3.260,45","3.232,16","","0,18%"
"18.10.2023","3.249,21","3.252,31","3.262,54","3.225,44","","0,06%"
"17.10.2023","3.247,15","3.239,37","3.252,55","3.228,11","","0,38%"
"16.10.2023","3.234,78","3.204,81","3.235,66","3.202,94","","1,33%"
"13.10.2023","3.192,33","3.182,47","3.195,23","3.176,17","","0,56%"
"12.10.2023","3.174,66","3.130,04","3.178,50","3.122,58","","-0,61%"
"11.10.2023","3.194,12","3.174,99","3.196,44","3.168,29","","0,54%"
"10.10.2023","3.177,03","3.175,08","3.182,08","3.162,61","","0,09%"
"09.10.2023","3.174,02","3.166,21","3.185,86","3.164,63","","0,93%"
"06.10.2023","3.144,89","3.138,87","3.145,01","3.121,00","","0,42%"
"05.10.2023","3.131,76","3.126,71","3.138,50","3.112,96","","-0,08%"
"04.10.2023","3.134,25","3.138,62","3.154,97","3.130,03","","-0,31%"
"03.10.2023","3.143,88","3.134,45","3.146,33","3.103,63","","0,37%"
"02.10.2023","3.132,33","3.141,69","3.162,53","3.125,58","","-0,03%"
"29.09.2023","3.133,26","3.121,07","3.141,12","3.106,97","","0,81%"
"28.09.2023","3.108,07","3.080,81","3.108,07","3.076,64","","1,32%"
"27.09.2023","3.067,61","3.053,37","3.081,41","3.052,59","","0,51%"
"26.09.2023","3.051,91","3.034,23","3.051,91","3.001,92","","0,21%"
"25.09.2023","3.045,39","3.051,85","3.056,23","3.025,89","","-0,12%"
"22.09.2023","3.049,07","3.009,87","3.051,69","2.988,04","","0,99%"
"21.09.2023","3.019,22","3.058,20","3.062,68","3.009,89","","-1,59%"
"20.09.2023","3.068,15","3.061,18","3.091,05","3.013,75","","-0,51%"
"19.09.2023","3.083,85","3.134,37","3.141,38","3.054,25","","-1,64%"
"18.09.2023","3.135,18","3.165,06","3.177,23","3.127,37","","-0,55%"
"15.09.2023","3.152,53","3.126,57","3.155,45","3.116,72","","0,42%"
"14.09.2023","3.139,49","3.144,29","3.148,50","3.072,82","","-0,28%"
"13.09.2023","3.148,32","3.189,08","3.191,57","3.148,32","","-0,56%"
"12.09.2023","3.165,92","3.118,14","3.165,92","3.117,70","","1,39%"
"11.09.2023","3.122,37","3.145,26","3.153,61","3.106,92","","-0,65%"
"08.09.2023","3.142,88","3.178,44","3.188,77","3.114,39","","-0,83%"
"07.09.2023","3.169,07","3.247,90","3.262,73","3.145,25","","-2,35%"
"06.09.2023","3.245,47","3.270,84","3.270,84","3.236,79","","-0,58%"
"05.09.2023","3.264,43","3.273,39","3.287,34","3.246,46","","-0,14%"
"04.09.2023","3.268,97","3.242,49","3.268,97","3.242,40","","1,16%"
"01.09.2023","3.231,35","3.230,53","3.232,92","3.214,95","","0,10%"
"31.08.2023","3.227,99","3.218,48","3.234,68","3.211,94","","0,48%"
"30.08.2023","3.212,68","3.214,11","3.220,85","3.193,18","","0,04%"
"29.08.2023","3.211,36","3.205,06","3.218,40","3.191,31","","0,40%"
